customer_id,total_spend,total_orders,first_order_date,last_order_date,avg_items_per_order,unique_products_count_x,snapshot_date,recency_days,frequency_orders,monetary,tenure_days,median_interorder_days,R_score,F_score,M_score,RFM_Score,avg_sentiment_score,reviews_count,no_reviews_flag,unique_products_count_y,avg_order_value,log_monetary,orders_last_30d,orders_last_90d,is_inactive_90d,spend_per_item,is_vip_flag,kmeans_cluster
0005aefbb696d34b3424dccd0a0e9fd0,147.33,1,2018-06-20 09:46:53,2018-06-20 09:46:53,1.0,1,2018-10-18 17:30:18,120,1,147.33,0,,4,1,3,413,0.0,1,False,1,147.33,4.999439521335521,0,0,True,147.33,False,0
00062b33cb9f6fe976afdcff967ea74d,58.95,1,2017-03-15 23:44:09,2017-03-15 23:44:09,1.0,1,2018-10-18 17:30:18,581,1,58.95,0,,1,1,1,111,0.0,1,False,1,58.95,4.093510881473524,0,0,True,58.95,False,1
00066ccbe787a588c52bd5ff404590e3,270.0,1,2018-02-06 16:10:09,2018-02-06 16:10:09,4.0,1,2018-10-18 17:30:18,254,1,270.0,0,,3,1,4,314,0.0,1,False,1,270.0,5.602118820879701,0,0,True,67.5,False,0
00072d033fe2e59061ae5c3aff1a2be5,106.97,1,2017-09-01 09:24:39,2017-09-01 09:24:39,1.0,1,2018-10-18 17:30:18,412,1,106.97,0,,1,1,3,113,0.0,1,False,1,106.97,4.681853410759049,0,0,True,106.97,False,1
0009a69b72033b2d0ec8c69fc70ef768,173.6,1,2017-04-28 13:36:30,2017-04-28 13:36:30,1.0,1,2018-10-18 17:30:18,538,1,173.6,0,,1,1,3,113,0.0,1,False,1,173.6,5.162497643405501,0,0,True,173.6,False,0
000bf8121c3412d3057d32371c5d3395,45.56,1,2017-10-11 07:44:31,2017-10-11 07:44:31,2.0,1,2018-10-18 17:30:18,372,1,45.56,0,,2,1,1,211,0.0,1,False,1,45.56,3.840741803423183,0,0,True,22.78,False,1
000e943451fc2788ca6ac98a682f2f49,106.23,1,2017-04-20 19:37:14,2017-04-20 19:37:14,1.0,1,2018-10-18 17:30:18,545,1,106.23,0,,1,1,3,113,0.0,1,False,1,106.23,4.674976060232054,0,0,True,106.23,False,1
000f17e290c26b28549908a04cfe36c1,139.52,1,2017-11-10 16:37:05,2017-11-10 16:37:05,1.0,1,2018-10-18 17:30:18,342,1,139.52,0,,2,1,3,213,0.0,1,False,1,139.52,4.945349827397626,0,0,True,139.52,False,0
000fd45d6fedae68fc6676036610f879,66.81,1,2018-04-15 15:55:01,2018-04-15 15:55:01,1.0,1,2018-10-18 17:30:18,186,1,66.81,0,,3,1,2,312,0.0,1,False,1,66.81,4.216709676695751,0,0,True,66.81,False,1
0010068a73b7c56da5758c3f9e5c7375,54.83,1,2017-04-11 18:19:55,2017-04-11 18:19:55,1.0,1,2018-10-18 17:30:18,554,1,54.83,0,,1,1,1,111,0.0,1,False,1,54.83,4.022311359322269,0,0,True,54.83,False,1
001028b78fd413e19704b3867c369d3a,37.61,1,2018-04-12 12:51:28,2018-04-12 12:51:28,1.0,1,2018-10-18 17:30:18,189,1,37.61,0,,3,1,1,311,0.0,1,False,1,37.61,3.653511310276145,0,0,True,37.61,False,1
00104a47c29da701ce41ee52077587d9,100.34,1,2018-01-14 20:28:56,2018-01-14 20:28:56,1.0,1,2018-10-18 17:30:18,276,1,100.34,0,,2,1,2,212,0.0,1,False,1,100.34,4.618481200047764,0,0,True,100.34,False,1
001051abfcfdbed9f87b4266213a5df1,65.2,1,2018-05-30 09:19:31,2018-05-30 09:19:31,1.0,1,2018-10-18 17:30:18,141,1,65.2,0,,4,1,2,412,0.0,1,False,1,65.2,4.192680462942962,0,0,True,65.2,False,1
00114026c1b7b52ab1773f317ef4880b,66.01,1,2017-06-01 19:44:44,2017-06-01 19:44:44,1.0,1,2018-10-18 17:30:18,503,1,66.01,0,,1,1,2,112,0.0,1,False,1,66.01,4.20484186198508,0,0,True,66.01,False,1
001226b2341ef620415ce7bbafcfac28,47.53,1,2017-09-29 01:15:08,2017-09-29 01:15:08,1.0,1,2018-10-18 17:30:18,384,1,47.53,0,,2,1,1,211,0.0,1,False,1,47.53,3.882182163417125,0,0,True,47.53,False,1
0012a5c13793cf51e253f096a7e740dd,369.92,1,2018-03-05 14:54:23,2018-03-05 14:54:23,1.0,1,2018-10-18 17:30:18,227,1,369.92,0,,3,1,4,314,0.0,1,False,1,369.92,5.915986405932025,0,0,True,369.92,True,0
0013280441d86a4f7a8006efdaf1b0fe,162.15,1,2018-01-08 02:35:36,2018-01-08 02:35:36,1.0,1,2018-10-18 17:30:18,283,1,162.15,0,,2,1,3,213,0.0,1,False,1,162.15,5.094670023039329,0,0,True,162.15,False,0
0013cd8e350a7cc76873441e431dd5ee,92.6,1,2018-05-07 23:25:09,2018-05-07 23:25:09,1.0,1,2018-10-18 17:30:18,163,1,92.6,0,,4,1,2,412,0.0,1,False,1,92.6,4.539030383483547,0,0,True,92.6,False,1
001450ebb4a77efb3d68be5f7887cb1e,61.33,1,2018-02-26 08:35:13,2018-02-26 08:35:13,2.0,2,2018-10-18 17:30:18,234,1,61.33,0,,3,1,1,311,0.0,1,False,2,61.33,4.132442850820759,0,0,True,30.665,False,1
00146ad30454993879adaa91c518f68c,221.79,1,2018-01-08 20:40:57,2018-01-08 20:40:57,1.0,1,2018-10-18 17:30:18,282,1,221.79,0,,2,1,4,214,0.0,1,False,1,221.79,5.4062296237424325,0,0,True,221.79,False,0
00155f0530cc7b2bf73cc3f81cb01c52,40.75,1,2017-05-14 23:55:13,2017-05-14 23:55:13,1.0,1,2018-10-18 17:30:18,521,1,40.75,0,,1,1,1,111,0.0,1,False,1,40.75,3.7316994512968646,0,0,True,40.75,False,1
001574cd5824c0b1ea90dd4f4ba6d5b8,184.94,1,2017-11-26 02:13:57,2017-11-26 02:13:57,1.0,0,2018-10-18 17:30:18,326,1,184.94,0,,2,1,4,214,0.0,1,False,0,184.94,5.225424041027712,0,0,True,184.94,False,0
0015bc9fd2d5395446143e8b215d7c75,132.19,1,2018-06-11 19:48:34,2018-06-11 19:48:34,1.0,1,2018-10-18 17:30:18,128,1,132.19,0,,4,1,3,413,0.0,1,False,1,132.19,4.891776680212939,0,0,True,132.19,False,1
0015f7887e2fde13ddaa7b8e385af919,186.74,1,2017-07-31 11:05:46,2017-07-31 11:05:46,1.0,1,2018-10-18 17:30:18,444,1,186.74,0,,1,1,4,114,0.0,1,False,1,186.74,5.235058026908845,0,0,True,186.74,False,0
0017a0b4c1f1bdb9c395fa0ac517109c,50.01,1,2018-03-03 18:44:01,2018-03-03 18:44:01,1.0,1,2018-10-18 17:30:18,228,1,50.01,0,,3,1,1,311,0.0,1,False,1,50.01,3.932021691934835,0,0,True,50.01,False,1
0018c09f333634ca9c80d9ff46e43e9c,56.87,1,2018-07-01 18:07:57,2018-07-01 18:07:57,1.0,1,2018-10-18 17:30:18,108,1,56.87,0,,4,1,1,411,0.0,1,False,1,56.87,4.058199115585747,0,0,True,56.87,False,1
0018f7fde63ca77254dbc47f4ea358b2,51.27,1,2017-09-26 14:01:47,2017-09-26 14:01:47,1.0,1,2018-10-18 17:30:18,387,1,51.27,0,,2,1,1,211,0.5994,1,False,1,51.27,3.9564225927248304,0,0,True,51.27,False,1
0019c9aaad15b043c48f0a1180f22ce8,112.83,1,2018-03-06 00:26:58,2018-03-06 00:26:58,1.0,1,2018-10-18 17:30:18,226,1,112.83,0,,3,1,3,313,0.0,1,False,1,112.83,4.734706107337125,0,0,True,112.83,False,1
001a57041f56400917a187dd74e6cbc1,53.72,1,2018-01-17 21:22:51,2018-01-17 21:22:51,1.0,1,2018-10-18 17:30:18,273,1,53.72,0,,2,1,1,211,0.0,1,False,1,53.72,4.002229273314296,0,0,True,53.72,False,1
001b4e9b73aa98a6276b241bfd496822,82.87,1,2018-04-07 02:12:51,2018-04-07 02:12:51,1.0,1,2018-10-18 17:30:18,194,1,82.87,0,,3,1,2,312,0.0,1,False,1,82.87,4.42926798099632,0,0,True,82.87,False,1
001c7f05398c45b42eee0d5a77783bca,21.94,1,2018-04-12 13:41:07,2018-04-12 13:41:07,1.0,1,2018-10-18 17:30:18,189,1,21.94,0,,3,1,1,311,0.0,1,False,1,21.94,3.1328821117012247,0,0,True,21.94,False,1
001df1ee5c36767aa607001ab1a13a06,42.86,1,2018-08-05 23:14:45,2018-08-05 23:14:45,1.0,1,2018-10-18 17:30:18,73,1,42.86,0,,4,1,1,411,0.0,1,False,1,42.86,3.781002742989742,0,1,False,42.86,False,1
001f150aebb5d897f2059b0460c38449,125.97,1,2018-05-09 12:06:04,2018-05-09 12:06:04,1.0,1,2018-10-18 17:30:18,162,1,125.97,0,,4,1,3,413,0.0,1,False,1,125.97,4.8439508380817005,0,0,True,125.97,False,1
001f35d9f262c558fd065346fbf5801d,46.53,1,2018-01-25 17:33:55,2018-01-25 17:33:55,1.0,1,2018-10-18 17:30:18,265,1,46.53,0,,3,1,1,311,0.0,1,False,1,46.53,3.861361090625918,0,0,True,46.53,False,1
001f6f1a5e902ad14e1f709a7215de11,34.86,1,2017-02-07 20:32:13,2017-02-07 20:32:13,1.0,1,2018-10-18 17:30:18,617,1,34.86,0,,1,1,1,111,0.0,1,False,1,34.86,3.5796224681769866,0,0,True,34.86,False,1
00205ad9ba1ef4340cef86583294cf82,928.7,1,2018-05-12 17:51:47,2018-05-12 17:51:47,1.0,1,2018-10-18 17:30:18,158,1,928.7,0,,4,1,4,414,0.0,1,False,1,928.7,6.834861953461813,0,0,True,928.7,True,0
002236c4f333bc8df6a5939749eb7869,69.84,1,2018-01-22 20:16:33,2018-01-22 20:16:33,1.0,1,2018-10-18 17:30:18,268,1,69.84,0,,3,1,2,312,0.0,1,False,1,69.84,4.260423812914633,0,0,True,69.84,False,1
002348c1099e3229276c8ad7d4ddc702,249.56,1,2018-01-10 12:28:22,2018-01-10 12:28:22,1.0,1,2018-10-18 17:30:18,281,1,249.56,0,,2,1,4,214,-0.3595,1,False,1,249.56,5.523698412802438,0,0,True,249.56,False,0
002408f390f729598bbac1ef9421c6ae,258.01,1,2018-01-10 17:01:34,2018-01-10 17:01:34,1.0,1,2018-10-18 17:30:18,281,1,258.01,0,,2,1,4,214,0.0,1,False,1,258.01,5.556866670992799,0,0,True,258.01,False,0
002450e9ea44cb90b8a07ba0b197e149,40.0,1,2017-08-16 09:07:13,2017-08-16 09:07:13,1.0,1,2018-10-18 17:30:18,428,1,40.0,0,,1,1,1,111,0.0,1,False,1,40.0,3.713572066704308,0,0,True,40.0,False,1
002554bdf9eb99618d8189c3a89fdd52,244.08,1,2018-08-13 17:59:25,2018-08-13 17:59:25,1.0,1,2018-10-18 17:30:18,65,1,244.08,0,,4,1,4,414,0.0,1,False,1,244.08,5.501584687857454,0,1,False,244.08,False,0
0026955706fd4e2fa997f3f4c18d485a,121.9,1,2018-08-20 11:23:45,2018-08-20 11:23:45,1.0,1,2018-10-18 17:30:18,59,1,121.9,0,,4,1,3,413,0.0,1,False,1,121.9,4.811371016571989,0,1,False,121.9,False,1
0026d252429f669d454d726e5e956aa1,139.15,1,2017-11-09 16:08:41,2017-11-09 16:08:41,1.0,1,2018-10-18 17:30:18,343,1,139.15,0,,2,1,3,213,0.0,1,False,1,139.15,4.942713277610797,0,0,True,139.15,False,0
002834b4d901534f48d9e9a72047b288,214.14,1,2017-10-08 17:38:00,2017-10-08 17:38:00,1.0,1,2018-10-18 17:30:18,374,1,214.14,0,,2,1,4,214,0.4724,1,False,1,214.14,5.371288979003859,0,0,True,214.14,False,0
0028ff36263a86bf679df7c863a0a0ba,74.94,1,2018-04-12 17:16:49,2018-04-12 17:16:49,1.0,1,2018-10-18 17:30:18,189,1,74.94,0,,3,1,2,312,0.0,1,False,1,74.94,4.329943554803656,0,0,True,74.94,False,1
002905287304e28c0218389269b4759b,31.7,1,2018-07-22 17:13:46,2018-07-22 17:13:46,1.0,1,2018-10-18 17:30:18,88,1,31.7,0,,4,1,1,411,0.0,1,False,1,31.7,3.487375077903208,0,1,False,31.7,False,1
002937abdae13680e17dccd3868b4825,43.55,1,2017-11-24 20:26:39,2017-11-24 20:26:39,1.0,1,2018-10-18 17:30:18,327,1,43.55,0,,2,1,1,211,0.0,1,False,1,43.55,3.7966121539168185,0,0,True,43.55,False,1
0029cdf064769cabdf3186b54d068c99,483.7,1,2018-02-04 12:22:30,2018-02-04 12:22:30,1.0,1,2018-10-18 17:30:18,256,1,483.7,0,,3,1,4,314,0.0,1,False,1,483.7,6.18353014285133,0,0,True,483.7,True,0
002a10e899b62a460b0116e0b68697ad,92.81,1,2018-05-05 18:33:24,2018-05-05 18:33:24,1.0,1,2018-10-18 17:30:18,165,1,92.81,0,,4,1,2,412,0.0,1,False,1,92.81,4.541271460137859,0,0,True,92.81,False,1
002b24cb2cd0c3e575040dbd278885e3,40.22,1,2018-05-21 23:17:32,2018-05-21 23:17:32,1.0,1,2018-10-18 17:30:18,149,1,40.22,0,,4,1,1,411,0.3818,1,False,1,40.22,3.718923575462313,0,0,True,40.22,False,1
002b5342c72978cf0aba6aae1f5d5293,51.17,1,2018-09-10 17:51:25,2018-09-10 17:51:25,1.0,0,2018-10-18 17:30:18,37,1,51.17,0,,4,1,1,411,0.0,1,False,0,51.17,3.954507617034301,0,1,False,51.17,False,1
002c625393dfa194828b462a6ef8cb0b,371.87,1,2017-11-19 13:22:44,2017-11-19 13:22:44,1.0,1,2018-10-18 17:30:18,333,1,371.87,0,,2,1,4,214,0.0,1,False,1,371.87,5.92122983342553,0,0,True,371.87,True,0
002ce108ccf0356ef5c8b1dce3c0ae29,185.6,1,2018-06-06 17:22:52,2018-06-06 17:22:52,1.0,1,2018-10-18 17:30:18,134,1,185.6,0,,4,1,4,414,0.0,1,False,1,185.6,5.228967288413243,0,0,True,185.6,False,0
002d358e2462f87678443706cbf2eb21,45.61,1,2018-01-31 17:53:18,2018-01-31 17:53:18,1.0,1,2018-10-18 17:30:18,259,1,45.61,0,,3,1,1,311,0.0,1,False,1,45.61,3.8418151103846494,0,0,True,45.61,False,1
002d597546b2cf44428232c9f237f873,117.74,1,2018-07-22 09:29:19,2018-07-22 09:29:19,1.0,1,2018-10-18 17:30:18,88,1,117.74,0,,4,1,3,413,0.0,1,False,1,117.74,4.776936228842529,0,1,False,117.74,False,1
002ebb669a34b9e79c88efc755e95322,133.57,1,2018-08-11 12:41:01,2018-08-11 12:41:01,1.0,1,2018-10-18 17:30:18,68,1,133.57,0,,4,1,3,413,0.0,1,False,1,133.57,4.90208450975345,0,1,False,133.57,False,1
002ef7e55600d44ead53f7c1644e5222,199.02,1,2018-06-19 21:08:43,2018-06-19 21:08:43,1.0,1,2018-10-18 17:30:18,120,1,199.02,0,,4,1,4,414,0.0,1,False,1,199.02,5.29841736154837,0,0,True,199.02,False,0
002f067b028a3643ad3a0969c7a0f3dc,107.84,1,2017-10-19 09:31:12,2017-10-19 09:31:12,1.0,1,2018-10-18 17:30:18,364,1,107.84,0,,2,1,3,213,0.0,1,False,1,107.84,4.689878913915045,0,0,True,107.84,False,1
002f90a6eb386bc43bc9ba200db31a89,153.51,1,2017-06-15 23:59:20,2017-06-15 23:59:20,2.0,2,2018-10-18 17:30:18,489,1,153.51,0,,1,1,3,113,0.0,1,False,2,153.51,5.040258819162327,0,0,True,76.755,False,0
002fb8fc5ce64f8422fa2fe79986c783,67.68,1,2017-11-26 23:15:12,2017-11-26 23:15:12,1.0,1,2018-10-18 17:30:18,325,1,67.68,0,,2,1,2,212,-0.5267,1,False,1,67.68,4.229458036029275,0,0,True,67.68,False,1
002ff70a5285669011090c077ef929af,81.14,1,2018-08-05 13:19:28,2018-08-05 13:19:28,1.0,1,2018-10-18 17:30:18,74,1,81.14,0,,4,1,2,412,0.0,1,False,1,81.14,4.408425108528412,0,1,False,81.14,False,1
00302a0b99783c3d1d1e81c616e321e8,159.48,1,2018-03-26 18:50:44,2018-03-26 18:50:44,1.0,1,2018-10-18 17:30:18,205,1,159.48,0,,3,1,3,313,0.0,1,False,1,159.48,5.078169324213626,0,0,True,159.48,False,0
0030aded3a67b29946a128ee8468388e,58.59,1,2017-11-23 21:18:14,2017-11-23 21:18:14,1.0,1,2018-10-18 17:30:18,328,1,58.59,0,,2,1,1,211,0.5994,1,False,1,58.59,4.087487774758888,0,0,True,58.59,False,1
0030fbb95fbe7e61f798a80edb01a8e9,26.85,1,2017-11-09 23:28:29,2017-11-09 23:28:29,1.0,1,2018-10-18 17:30:18,342,1,26.85,0,,2,1,1,211,0.0,1,False,1,26.85,3.326832966373293,0,0,True,26.85,False,1
00314f95a054231742e3c5396b333b88,59.34,1,2018-01-08 19:29:38,2018-01-08 19:29:38,1.0,1,2018-10-18 17:30:18,282,1,59.34,0,,2,1,1,211,0.0,1,False,1,59.34,4.099995233730915,0,0,True,59.34,False,1
003177b3eeca50af17750f53802c9a09,133.81,1,2018-07-08 15:48:40,2018-07-08 15:48:40,1.0,1,2018-10-18 17:30:18,102,1,133.81,0,,4,1,3,413,0.0,1,False,1,133.81,4.903866379702973,0,0,True,133.81,False,1
0031abfb953b66e998f67b09e7b11375,671.85,1,2018-01-23 13:57:55,2018-01-23 13:57:55,2.0,2,2018-10-18 17:30:18,268,1,671.85,0,,3,1,4,314,0.0,1,False,2,671.85,6.51152242218755,0,0,True,335.925,True,0
0031c1062edf836ef7a7a7ea758b137b,81.0,1,2017-03-01 20:00:23,2017-03-01 20:00:23,1.0,1,2018-10-18 17:30:18,595,1,81.0,0,,1,1,2,112,0.0,1,False,1,81.0,4.406719247264253,0,0,True,81.0,False,1
00330644cccc5db0276fa836976306fe,55.1,1,2017-10-30 17:48:07,2017-10-30 17:48:07,1.0,1,2018-10-18 17:30:18,352,1,55.1,0,,2,1,1,211,0.0,1,False,1,55.1,4.027135812528651,0,0,True,55.1,False,1
00331de1659c7f4fb660c8810e6de3f5,243.69,1,2017-12-18 14:54:52,2017-12-18 14:54:52,3.0,1,2018-10-18 17:30:18,304,1,243.69,0,,2,1,4,214,0.0,1,False,1,243.69,5.499992103246593,0,0,True,81.23,False,0
0033823ee55671ac5317d423291333c2,79.48,1,2017-05-29 19:02:27,2017-05-29 19:02:27,1.0,1,2018-10-18 17:30:18,506,1,79.48,0,,1,1,2,112,0.0,2,False,1,79.48,4.388008706351429,0,0,True,79.48,False,1
0034f7933de3ead6bd9ba49afe95f119,84.24,1,2018-04-06 09:25:10,2018-04-06 09:25:10,1.0,1,2018-10-18 17:30:18,195,1,84.24,0,,3,1,2,312,0.0,1,False,1,84.24,4.445470807230416,0,0,True,84.24,False,1
003536ce5e18f1d12b9bf76932f8a6b1,53.33,1,2017-10-16 19:17:54,2017-10-16 19:17:54,1.0,1,2018-10-18 17:30:18,366,1,53.33,0,,2,1,1,211,0.0,1,False,1,53.33,3.995076560563432,0,0,True,53.33,False,1
0035b30e58c620fa2bd30275ddd4f7ef,78.2,1,2018-04-08 18:56:27,2018-04-08 18:56:27,1.0,1,2018-10-18 17:30:18,192,1,78.2,0,,3,1,2,312,0.0,1,False,1,78.2,4.37197629882038,0,0,True,78.2,False,1
0036875772a8eeb391b8cd7226283fdd,61.85,1,2018-01-21 22:49:14,2018-01-21 22:49:14,1.0,1,2018-10-18 17:30:18,269,1,61.85,0,,3,1,1,311,0.0,1,False,1,61.85,4.140750935036256,0,0,True,61.85,False,1
0037d14e53af1d555a582504a4058f4c,603.4,1,2017-06-11 17:40:22,2017-06-11 17:40:22,1.0,0,2018-10-18 17:30:18,493,1,603.4,0,,1,1,4,114,0.0,1,False,0,603.4,6.404236230398585,0,0,True,603.4,True,0
00380c010de38d578d02117f6d0b88e7,64.1,1,2018-02-28 11:10:46,2018-02-28 11:10:46,1.0,1,2018-10-18 17:30:18,232,1,64.1,0,,3,1,2,312,0.0,1,False,1,64.1,4.175924549214524,0,0,True,64.1,False,1
0039b3e41ac6615814a0b44a8992bff5,34.59,1,2018-01-11 01:24:43,2018-01-11 01:24:43,1.0,1,2018-10-18 17:30:18,280,1,34.59,0,,2,1,1,211,0.0,1,False,1,34.59,3.5720646995221013,0,0,True,34.59,False,1
003a75d228dc67cb2918e40c2aacc4bf,79.28,1,2017-10-19 12:07:22,2017-10-19 12:07:22,2.0,1,2018-10-18 17:30:18,364,1,79.28,0,,2,1,2,212,0.0,1,False,1,79.28,4.385520523928138,0,0,True,39.64,False,0
003b595c764773e20e0949b6fba7b1dc,25.46,1,2018-04-14 08:18:05,2018-04-14 08:18:05,1.0,1,2018-10-18 17:30:18,187,1,25.46,0,,3,1,1,311,0.0,1,False,1,25.46,3.2756341586868096,0,0,True,25.46,False,1
003bc8d06ebed9d146eb9f100d0a89ae,600.04,1,2018-03-07 15:08:14,2018-03-07 15:08:14,1.0,1,2018-10-18 17:30:18,225,1,600.04,0,,3,1,4,314,0.0,1,False,1,600.04,6.398661488060905,0,0,True,600.04,True,0
003bdf7fd8312f9d14a4b979f3747334,43.68,1,2017-11-28 15:39:53,2017-11-28 15:39:53,1.0,1,2018-10-18 17:30:18,324,1,43.68,0,,2,1,1,211,0.0,1,False,1,43.68,3.799525974201,0,0,True,43.68,False,1
003c7cadba4f182b9f22d7d5ea7a5003,128.25,1,2018-04-19 11:58:57,2018-04-19 11:58:57,1.0,1,2018-10-18 17:30:18,182,1,128.25,0,,3,1,3,313,0.0,1,False,1,128.25,4.861748513388538,0,0,True,128.25,False,1
003cb2c7ce25d8af8556fb456f903546,420.94,1,2017-08-12 17:08:34,2017-08-12 17:08:34,1.0,1,2018-10-18 17:30:18,432,1,420.94,0,,1,1,4,114,0.0,1,False,1,420.94,6.044863123832677,0,0,True,420.94,True,0
003cbe6a43560a8b6fd2c07531257c2d,27.75,1,2018-02-01 14:05:22,2018-02-01 14:05:22,1.0,1,2018-10-18 17:30:18,259,1,27.75,0,,3,1,1,311,0.0,1,False,1,27.75,3.3586377672433594,0,0,True,27.75,False,1
003e45472805afa1ee701d83284fa22b,30.6,1,2017-06-11 20:50:58,2017-06-11 20:50:58,1.0,1,2018-10-18 17:30:18,493,1,30.6,0,,1,1,1,111,0.0,1,False,1,30.6,3.4531571205928664,0,0,True,30.6,False,1
003eab528664e1bd677218ef4be086ac,77.1,1,2017-04-03 19:20:39,2017-04-03 19:20:39,1.0,1,2018-10-18 17:30:18,562,1,77.1,0,,1,1,2,112,0.0,1,False,1,77.1,4.35799005684564,0,0,True,77.1,False,1
003ec17a1389fa302f3a0423dddd8650,17.77,1,2018-01-14 17:25:31,2018-01-14 17:25:31,1.0,1,2018-10-18 17:30:18,277,1,17.77,0,,2,1,1,211,0.0,1,False,1,17.77,2.9322598505984176,0,0,True,17.77,False,1
003f7d92ac63c512bb6584219806f8df,84.91,1,2018-02-14 12:45:19,2018-02-14 12:45:19,1.0,1,2018-10-18 17:30:18,246,1,84.91,0,,3,1,2,312,0.0,1,False,1,84.91,4.453300236649965,0,0,True,84.91,False,1
0040a8417928d0d5abd5169cd7877181,219.49,1,2018-06-27 17:38:07,2018-06-27 17:38:07,1.0,1,2018-10-18 17:30:18,112,1,219.49,0,,4,1,4,414,0.0,1,False,1,219.49,5.395852342384568,0,0,True,219.49,False,0
0040b00970e2139e8c43b647c0da5305,41.93,1,2017-01-26 23:10:07,2017-01-26 23:10:07,1.0,1,2018-10-18 17:30:18,629,1,41.93,0,,1,1,1,111,0.0,1,False,1,41.93,3.759570882236469,0,0,True,41.93,False,1
00411811e3b661e746a6e1ce1f0878ab,367.2,1,2017-05-07 17:27:21,2017-05-07 17:27:21,1.0,1,2018-10-18 17:30:18,529,1,367.2,0,,1,1,4,114,0.0,1,False,1,367.2,5.908626268798978,0,0,True,367.2,True,0
0041d7b768cb115092fa0f5d55638d06,81.32,1,2018-03-10 22:11:27,2018-03-10 22:11:27,1.0,1,2018-10-18 17:30:18,221,1,81.32,0,,3,1,2,312,0.0,1,False,1,81.32,4.410614091525794,0,0,True,81.32,False,1
00426311a53f3c052943c88b692a3be2,273.66,1,2017-12-13 15:35:25,2017-12-13 15:35:25,6.0,1,2018-10-18 17:30:18,309,1,273.66,0,,2,1,4,214,0.0,1,False,1,273.66,5.615533969102136,0,0,True,45.61000000000001,False,0
0042d04ee8231b36dcb29aac213f5db4,33.47,1,2017-04-10 21:59:56,2017-04-10 21:59:56,1.0,1,2018-10-18 17:30:18,555,1,33.47,0,,1,1,1,111,0.0,1,False,1,33.47,3.540089380528774,0,0,True,33.47,False,1
0043b0afd67fb3af74360d2893b9a530,115.45,1,2017-11-15 21:06:10,2017-11-15 21:06:10,1.0,1,2018-10-18 17:30:18,336,1,115.45,0,,2,1,3,213,0.0,1,False,1,115.45,4.75746199633035,0,0,True,115.45,False,1
